eventid,url,dates,location,date,text,issue,event
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12524e.html,28 November - 9 December 2011,"Durban, South Africa",29 November 2011,"Uncertainty seemed to be the order of the day as delegates in Durban began their first formal work day. Many participants were speculating about what the meeting might deliver, particularly in terms of the future of the Kyoto Protocol and how it may link to some parties' hopes for a broader agreement down the road. ""The legal options negotiations will be critical,"" opined one negotiator, reflecting a widely shared view. Some experts noted the linkages between discussions on the legal form of the AWG-LCA outcome and the possible adoption of a second Kyoto commitment period. In this respect, some participants were discussing media reports that Canada planned to formally withdraw from the Protocol under Article 27 by the end of the year. Although Canada's lack of interest in a second commitment period was widely known (along with Japan and Russia), some supporters of the Protocol seemed to feel that the timing of this latest announcement would cast a shadow in Durban. Participants also debated the US position-repeated in its press conference on Monday afternoon-that it does not favor discussing a broader agreement at this time. The US prefers following up on previously agreed conference outcomes, such as under the Cancun Agreements. Some reacted to recent media reports that a number of developed countries did not foresee a broad agreement happening until 2020. ""Not acceptable,"" said one developing country delegate. Meanwhile, there were discussions about the last meeting of the Transitional Committee for the design and transparency of the Green Climate Fund, which took place in October. The meeting, which had aimed to conclude discussions ahead of COP 17, ended without consensus to adopt the Committee's report. Some felt that the topic could prove divisive in Durban, while others viewed it more as a ""bargaining chip"" to be traded off later in the negotiations.",524,Durban Climate Change Conference - COP17/CMP7
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12525e.html,28 November - 9 December 2011,"Durban, South Africa",30 November 2011,"Delegates settled into an intensive schedule for the week as they completed their initial consideration in plenary of the agendas of the COP, COP/MOP, AWGs and SBs, and started moving their discussions into numerous contact groups and informal consultations. Observers highlighted a heavy workload that includes both various ""technical"" matters (including agenda items under the SBs, and operationalizing the Cancun outcomes), as well as ""political"" issues relating to the future of the Kyoto Protocol and a possible roadmap towards a future agreement. Meanwhile, delegates and observers alike were commenting on the significance of China speaking on behalf of BASIC countries on Monday. While negotiators for the G-77/China insist the original voting block will remain strong and intact, some participants wondered how a more coordinated position of BASIC countries might influence these negotiations. There was speculation over what will happen when the Green Climate Fund text from the Transitional Committee is formally introduced in Wednesday's COP plenary. There were rumors that it would be reopened, which raised concerns that this could represent a setback. Others insisted a full review would be possible in plenary. One negotiator suggested that South Africa is working on other compromise options but underscored that parties still had work to do. In other news, some participants seemed surprised that the Asian Group had worked out an arrangement where Qatar will host COP 18 in late 2012 and South Korea will host the ministerial pre-COP session.",525,Durban Climate Change Conference - COP17/CMP7
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12526e.html,28 November - 9 December 2011,"Durban, South Africa",1 December 2011,"""Bridging gaps"" seemed to be one of the main themes on Wednesday. Many observers and delegates from AOSIS fretted that the ""gigaton gap"" identified in a UNEP report would not be addressed without increasing the level of ambition from Annex I parties before 2020. While one participant supported advancing the agreements from Cancun, she suggested that ""we need to do more than this,"" particularly for countries facing climate impacts now. Another ""gap"" discussed by delegates was the one between the Kyoto Protocol and any future agreement. As discussions on market mechanisms kicked off, some participants seemed concerned that uncertainty will cause market instability and anxiety. Meanwhile, many participants speculated about how a package deal might start to coalesce. ""Ministers will be here next week and we really need to start connecting the dots,"" said one harried-looking delegate. To help stimulate discussions on cross-cutting issues, an informal consultation (or ""indaba"") was hosted over lunchtime by the COP/MOP Presidency. The meeting was welcomed by some as helping create space to ""bounce ideas around"" and tackle tough issues.",526,Durban Climate Change Conference - COP17/CMP7
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12527e.html,28 November - 9 December 2011,"Durban, South Africa",2 December 2011,"Some delegates detected a quicker tempo on Thursday as a few groups considered inputs for drafting new text, while others focused on refining and streamlining language brought forward from Panama. With more than fifty items under consideration, many delegates were struggling to keep track of the dozens of contact groups and informal meetings. With negotiators being asked to have their various texts ready by Saturday, one veteran worried, ""it's hard for us to see the forest for the trees on such a short timetable."" On the subject of forests, negotiations under both tracks seemed to move in a positive way, with delegates engaging in streamlining or drafting text. The SBSTA group on REDD+ welcomed a non-paper that advanced the Cancun Agreements' mandate. Some delegates even enthusiastically suggested bringing forward issues that had been intended for consideration by COP 18. Meanwhile, in another informal lunchtime consultation (or ""Indaba"") convened by the COP Presidency, delegates were asked to move beyond fixed positions and think creatively about the bigger picture. Observers noted that several countries had taken up the challenge and had begun hinting at options for a cross-cutting package. However, with four days until Ministers arrive, many participants flagged that philosophical differences remained evident on the second commitment period, the level of ambition and the form and/or substance of a rules-based system. ""With key parties holding such strong bottom-line positions, we're definitely walking a minefield here,"" said one negotiator. ""There is a deal to be had, but it's not completely clear what the details of a Durban outcome will be,"" said another.",527,Durban Climate Change Conference - COP17/CMP7
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12528e.html,28 November - 9 December 2011,"Durban, South Africa",3 December 2011,"After a couple of long working days, negotiators reported mixed progress on Friday night. The SBSTA and SBI agendas appeared to be moving quite well through some key issues, while momentum on the AWG-KP and AWG-LCA packages appeared more uneven. Some delegates expressed frustration that certain issues, such as finance and shared vision, were still ""filled with posturing and long-held positions."" One experienced NGO noted that with many issues still left on the table, ""some negotiators don't seem to be aware time is running out."" At the same time, some observers felt that the defining lines of the negotiations were becoming clearer, while parties' positions did not seem to be softening just yet. The EU was purportedly putting forward options and consulting with developed and developing countries on possible elements of an integrated outcome. Delegates were also reflecting on the role of the South African Presidency, which continued to consult informally with delegates in a variety of settings, pushing them to go further. Some were also praising the COP President's efforts at transparency, although at least one negotiator suggested that such openness may have its limits: ""At some point we will need to go into small negotiating groups if we're to make this package happen. The challenge will be doing this while also maintaining some level of openness and transparency,"" she said.",528,Durban Climate Change Conference - COP17/CMP7
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12529e.html,28 November - 9 December 2011,"Durban, South Africa",5 December 2011,"Reflecting on the first week in Durban, some delegates pointed to a less frenzied atmosphere than the highly-charged Copenhagen COP or the more positive but ""logistically-challenged"" Cancun COP. That said, there was some excitement in Durban on Saturday, with thousands of protesters marching outside, while inside delegates worked feverishly on a multitude of texts. SBI and SBSTA plenaries met and concluded their work, although they forwarded several issues to the COP. With more than 130 pages of AWG-LCA text to review and revise, negotiators left the conference center late Saturday night with plenty of homework for Sunday and early Monday. Large sections of the text have been under discussion since Panama. However, parties will need to do more work on level of ambition, market mechanisms and long-term financing, among others, if they are to get to a ""party-driven, balanced and equitable outcome."" Under the AWG-KP, three options on the form and limit of a second Kyoto commitment period were emerging, though participants noted that no consensus had yet emerged. As expected, the COP Presidency quietly moved the ""indaba"" sessions among the parties behind closed doors to encourage frank conversations. Some delegations were suggesting that ""subtle changes"" could be detected and that, rather than simply making demands, parties were starting to seek ""mutual reassurances"" that divides could be bridged. The dynamics within the BASIC group were still unclear to some, as was the broader response to the EU's proposal for how a package deal might emerge and its desire for a timetable towards a broader agreement. As participants discussed how a package might take shape, many noted that the future of the Kyoto Protocol and its mechanisms are at the heart of the matter, along with operationalizing the Green Climate Fund and the other elements of the Cancun Agreements. Another major question being asked in Durban is whether the AWG-LCA will finish its work four years after it was created. Many felt it may need more time. The complexity of knitting these elements into a coherent and acceptable Durban outcome with just one week remaining has many participants worried. ""We see good progress on some technical issues, but the geopolitics are difficult and it is just not clear that all the trade-offs can be reconciled,"" said one delegate. As negotiations resume on Monday, there will be a push to complete agreement on a further round of issues and to sharpen options for ministers when they step in on Tuesday.",529,Durban Climate Change Conference - COP17/CMP7
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12530e.html,28 November - 9 December 2011,"Durban, South Africa",6 December 2011,"With a second wave of participants arriving in Durban for the last week, the intensity in the hallways increased. In the morning plenary, after reviewing the AWG-LCA text, some delegates complained that the lengthy text was disproportionately weighted to mitigation issues. ""It's time we start discussing adaptation,"" said one negotiator, while another anxiously wondered whether we ""will ever get anything concrete under response measures."" Outside the negotiating room, high-level officials began outlining their positions. During press conferences, China laid out five conditions for participating in a legally-binding climate deal to come into force after 2020 and Brazil signaled that they wanted a ""robust, legally-binding instrument and not just any instrument."" The EU continued to seek support for their proposal on a roadmap for a legally-binding agreement, with several AOSIS delegates indicating their strong preferences for early action under both tracks and ""setting clear deadlines."" The US called for all countries to take on comparable legal commitments, even if the timelines for implementation might be different. Meanwhile, Indabas convened off-site by the COP Presidency appear to have became a popular place for problem solving. As issues that need political resolution are being defined, in the next few days teams of Ministers are expected to be assigned to consult with parties on key issues in order to further advance the work toward a balanced outcome.",530,Durban Climate Change Conference - COP17/CMP7
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12531e.html,28 November - 9 December 2011,"Durban, South Africa",7 December 2011,"On Tuesday, the arrival of heads of government and Ministers was evident from the pace of negotiations. Throughout the day delegates worked at full speed and continued meeting late into the night to meet a deadline for the preparation of draft decisions. They were instructed to refine lists of possible options, to be taken up for political resolution by Ministers. After listening to the reports from AWG-LCA and KP Chairs, however, several delegates commented that it is by no means clear that all issues will be resolved by the end of the conference. Meanwhile, in the corridors, a visibly exhausted veteran negotiator emerging from a packed room said ""deliberations on the GCF are hard,"" while another experienced negotiator said that an agreement is achievable but pushing too hard may leave the GCF ""an empty shell."" As the COP Presidency announced that they will now elevate the Indaba meetings to ministerial level, a delegate expressed hope that the Zulu form of participatory democracy would inspire a decisive search for common ground. In the evening, the UNFCCC Secretariat launched ""Momentum for Change,"" a new initiative celebrating adaptation and mitigation success stories. One of the delegates reflected ""when we're locked away in rooms arguing, we need to remember that climate change affects peoples' lives.""",531,Durban Climate Change Conference - COP17/CMP7
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12532e.html,28 November - 9 December 2011,"Durban, South Africa",8 December 2011,"As the countdown to the close of the conference began and the Indaba negotiation sessions entered a critical high-level round, one observer noted that the question now is whether a political gap would join the gaps in ambition, finance and implementation. The South African hosts have tabled iterations of the 'big picture' outlining how ministers might 'mix and match' options that would deliver a second commitment period under the Kyoto Protocol and the steps to a possible new legally-binding instrument under the Convention or other alternatives to implement the Bali Action Plan and Cancun Agreements. ""They have their work cut out for them,"" said one senior delegate, while another pondered that given the current financial crisis and slow pace of the Green Climate Fund negotiations, there may not be enough ""carrots"" for large developing countries to alter staunch positions. One significant negotiating position, that of China, has been widely anticipated following some confusion over their reference to ""pinning down commitments."" An observer noted that the comparability of undertakings by developed countries and large emitters will prove the toughest challenge for ministers, an issue that may not be resolved at this meeting. The final 48+ hours of the negotiations are expected to witness a ministerial-led process of political decision-making coupled with a frenzy of parallel meetings on dozens of outstanding technical matters.",532,Durban Climate Change Conference - COP17/CMP7
COP 17 - CMP7,http://www.iisd.ca/vol12/enb12533e.html,28 November - 9 December 2011,"Durban, South Africa",9 December 2011,"Amid cautions that ""Durban cannot send a message to do nothing,"" delegates were pushed to agree on final details of a possible Durban package. At an Indaba meeting to discuss technical issues, delegates reiterated their preferences in terms of legal options for an outcome and one delegate lamented the lack of compromise from key parties citing a reggae song ""everybody wants to go to heaven but nobody wants to die."" Another delegate said discussions regarding the launch of another negotiating process seemed like a ""replay of Bali."" With the final day of negotiations approaching, ministers had a flurry of bilateral meetings, followed by a political Indaba that went into the twilight hours. Perhaps learning a lesson from the ""leaked texts"" of Copenhagen, the COP President posted iterations of the ""big picture"" papers for all to see. While in the corridors, some observers scanned updates of the Indaba papers, including options for the future of the Kyoto Protocol; some delegates despaired that complexity was taking over and an ambitious outcome would be impossible in the time remaining, with one invoking dark memories of the final hours of Copenhagen and another simply stating ""we won't be sleeping tonight."" On a brighter note, one visibly relieved delegate said ""we are finally making progress on the GCF,"" while an observer mustered that unless sources of funding are clearly identified, it will be ""more of the same."" Yet, another reflected that commitments on mitigation, and not the GCF, remain the core test for the ""political will of parties.""",533,Durban Climate Change Conference - COP17/CMP7
SB 36,http://www.iisd.ca/vol12/enb12536e.html,14-25 May 2012,"Bonn, Germany",15 May 2012,"The Bonn Climate Change Conference opened on a sunny Monday morning. The mood of delegates gathering in the familiar surroundings of the Maritim Hotel was positive, although many joked that they now know the city and conference venue by heart. ""We've had nearly a 6-month break in the formal negotiations, but many of us have already been spending quite a bit of time in Bonn recently for workshops and the informal meeting in early May."" While the surroundings were well-known, there was also a feeling of anticipation regarding the post-Durban process, including the newly established ADP. Many commented that they were looking forward to commencing work under the new ADP on Wednesday; however, few seemed to have a clear sense of the timeline and substance. Meanwhile, the various new bodies were generating new dynamics in the process, ripe with rumors that nominations were proving difficult. This was confirmed in the evening, with the SBI plenary finishing business for the day without having resolved the process of how nominations for the various bodies should be considered. As the SBs opened, technology was very much on the agenda. Along with the ubiquitous iPads and iPhones sported by delegates, technology permeated conversation in the corridors with delegates expressing different views on the host of the CTC. The importance of resolving the issue came up in the SBSTA, SBI and a press conference with UNFCCC Executive Secretary Christiana Figueres. Some delegates favored the Caribbean as host, others emphasized the need for the CTC to be in a developing country, while one recommendation noted the Republic of Korea as an option due to their technological advancements. Whatever the case, technology will remain a key part of the climate conversation in Bonn.",536,Bonn Climate Change Conference - May 2012
SB 36,http://www.iisd.ca/vol12/enb12537e.html,14-25 May 2012,"Bonn, Germany",16 May 2012,"On the second day, the opening plenaries of the AWG-KP and AWG-LCA were the focus of the negotiations in the Maritim. Both AWGs are scheduled to terminate their work in Doha, and face considerable pressure to ""finally"" fulfill their mandates. The delegates' challenge is therefore to ensure that they ""die respectfully and with dignity,"" as the Chinese delegate phrased it in the AWG-LCA opening plenary. While the AWG-KP swiftly began its work, the AWG-LCA was bogged down with discussions on the agenda, as parties' views diverged on the way forward. While some non-Annex I countries believe that the elements of the Bali Action Plan should provide the foundation for the AWG-LCA's work, some of the other non-Annex I countries and Annex I countries supported the view that ""evolution since Bali,"" including outcomes from Cancun and Durban, should form the basis of the AWG-LCA's work in 2012. ""The agenda is not static,"" said one developed country delegate. ""If we treat it as such, it's like taking three steps back and ignoring all the hard work we've done since Bali in 2007."" Some delegates in the corridors suspected that bringing back elements from the Bali Action Plan could be a strategy from those reluctant to let the AWG-LCA ""die in Doha."" But delegates did concede that many have different interpretations of what has been agreed since the creation of the AWG-LCA at COP 13 in Bali, and feel that issues could be discussed but that conclusions do not need to be reached on all issues. When the AWG-LCA opening plenary was suspended at 7:00 pm, the agenda had still not been adopted. Informal consultations will follow. Exiting the plenary hall, some feared that the ""Bangkok ghost"" would rear its head in Bonn, recalling the AWG-LCA meeting in April 2011 when the agenda was not agreed until the last day. Meanwhile, nominations for posts in the ADP, the Green Climate Fund Board and other bodies were also a hot topic in the corridors. Rumor has it that there were still many positions left to fill, with some proving to be highly controversial within regional groups and potentially delaying meetings already scheduled.",537,Bonn Climate Change Conference - May 2012
SB 36,http://www.iisd.ca/vol12/enb12538e.html,14-25 May 2012,"Bonn, Germany",17 May 2012,"On the third day in Bonn, many delegates spent the day on substantive discussions on equity and a broad range of topics taken up in the various contact groups and informal consultations under the SBI and SBSTA. Delegates also worked to clarify the way forward under the AWG-LCA in order to avoid stalling work. ""We are working to resolve the issue as fast as possible,"" one delegate said on his way to evening informal consultations on the AWG-LCA agenda. ""We have too much work before Doha to get gridlocked on the agenda."" Later in the evening agreement was reported on the AWG-LCA's agenda. A delegate found in the corridors expressing relief and delight explained that the outcome includes a footnote indicating that the ""consideration of some issues may already have been concluded."" Looking further ahead, however, some worried about financial constraints surrounding the proposed Bangkok meeting and what they alluded to as ""lack of enthusiasm"" from some countries to have an extra session before Doha. With the opening plenary of the ADP scheduled for Thursday, interest is brewing on who will be chairing the new body. With three nominations, and two of them from the G-77/China, delegates speculated on how the issue will be resolved in under 24 hours. The possibility of a late night meeting in order to reach agreement in time for the opening session were among the rumored strategies.",538,Bonn Climate Change Conference - May 2012
SB 36,http://www.iisd.ca/vol12/enb12539e.html,14-25 May 2012,"Bonn, Germany",18 May 2012,"The corridors were once again buzzing with speculations and murmurs of anticipation about the Chairs of the ADP and other outstanding nominations. After enthusiastic opening statements under the ADP in the morning, work under the new body in the afternoon was confined to a brief announcement that consultations on its Chairs remain inconclusive. By the end of the day, parties had not made significant progress on the selection of the Chairs and rumors circulated on the reasons for the deadlock and the possible ways forward. Some speculated that one of the candidates was only willing to accept the position of Chair and not Vice-Chair, while others mentioned that the idea of having two Co-Chairs had also been raised. ""To be honest it's unlikely that a decision will be made in Bonn,"" predicted one delegate, who expressed disappointment at the delay. Those eager to start working stressed that the selection process does not necessarily need to delay negotiations as substantive work could be launched regardless. One delegate even suggested that the COP President provisionally chair the body until a decision has been reached. Others, however, felt that at least one Chair must be appointed before work of the ADP begins. On the Green Climate Fund Board, things were apparently not looking so green as the announcement was made that the Board's first meeting, scheduled for the end of May, was postponed pending the process of nominations. According to one delegate, although most groups have nominated their proposed Board members, others have chosen to go way beyond the call of duty and nominate more than their share of the composition. ""There will be trouble, but I guess we will just have to see until all have submitted nominations,"" said one high-level delegate. As the AWG-LCA contact group closed its meeting late in the evening, the fate of the leadership of the ADP hung in the air, like the GHG emissions that continue to fuel the climate process.",539,Bonn Climate Change Conference - May 2012
SB 36,http://www.iisd.ca/vol12/enb12540e.html,14-25 May 2012,"Bonn, Germany",19 May 2012,"Friday night brought the ADP to the fore once again, and the corridors were filled with both excitement and discontent over the opening plenary of the new body. ""This was quite something,"" commented one delegate exiting the plenary tent. ""I have never seen anything like this,"" declared another. As the ADP plenary convened just before 6 pm, ""intense moments"" followed. Points of orders were the flavor of the night as the session progressed. However, delegates' reaction to the first point of order by China was unexpected and raised a few laughs, as half the room stood up and rushed to the door as soon as the delegate started speaking. Luckily, it had nothing to do with his intervention, but rather the need for headsets and translation to understand the point of order made in Chinese. The mood quickly turned serious again. After legal advice from the Secretariat that COP Bureau members do not represent parties or regional interests, COP Vice-President Van Lierop's passionate assurances that he was acting in the interest of all parties when presiding over the ADP was met by thundering applause. Because of the unresolved issue of the ADP Bureau members, the prospect of the ballot box was mooted in plenary just in case the controversy over the Chair of the ADP was not finally resolved through ""less radical"" means. Exiting the plenary, one relieved delegate sighed, ""That was a lucky escape, I thought I was going to have to cast my vote tonight.""",540,Bonn Climate Change Conference - May 2012
SB 36,http://www.iisd.ca/vol12/enb12541e.html,14-25 May 2012,"Bonn, Germany",21 May 2012,"As delegates prepared to unwind at the traditional NGO party on Saturday night and enjoy a well-deserved day off on Sunday after a rather frenetic week, many reflected on the ""drama"" that had unfolded in the ADP and AWG-LCA over the past few days, in particular regarding agendas and the organization of work. Many were speculating on whether procedural issues would continue to take center stage during the final week of discussions. ""The worst case scenario is that we leave Bonn without even adopting the ADP agenda if things continue at this rate,"" said one seemingly frustrated delegate, who went as far as to argue that a diverse coalition of ""anti-ADP parties"" were intent on obstructing proceedings. Another one remarked, however, that progress under the ADP is unlikely until more progress is achieved under the AWG-KP and AWG-LCA, especially on developed country QELROs. Enjoying a light moment, some delegates joked that the provisional ADP Chair [woman's] ample multitasking skills perhaps might be severely stretched in attempting to overcome the agenda impasse. ""Well, I've heard that the plan is just to get the process up and running by trying to resolve the organizational issues in Bonn and then hopefully adopt a programme of work in Doha before beginning work in earnest in 2013. If we don't, it's not going to be good for the process."" Whether the Bangkok session will actually be held is another area of uncertainty, with indications that the Bureau has yet to make a decision on this. ""We really will need an additional meeting before Doha if progress continues at this languid pace,"" said a weary negotiator heading out of the Maritim.",541,Bonn Climate Change Conference - May 2012
SB 36,http://www.iisd.ca/vol12/enb12542e.html,14-25 May 2012,"Bonn, Germany",22 May 2012,"After enjoying a sunny and warm Sunday in Bonn, delegates returned reinvigorated on Monday, ready for negotiations. Their adaptive nature was truly tested during some well-attended informal consultations. ""There's only so much adapting one can do,"" joked one delegate on the lack of space in the negotiating room on adaptation and NAPs. Indeed, the space issue extended to other areas of the meeting, including thought-space, once again preoccupied by the crucial question of ambition. This time, the focus of attention was on the day-long ADP workshop, which was initially entitled ""enhancing mitigation ambition"" until some developing countries insisted on a broader focus, so that it would also cover means of implementation. Several delegates explained that the ""somewhat surprising"" significance given to the workshop's title illustrates the sensitivity concerning the scope of the ADP's work. Ambition prevailed as the overall theme during the event, evident from the scientific presentations, a further reminder that parties will have to start working to achieve more ambitious results well before 2020. As many developing countries continuously reiterated, the pre-2020 mitigation ambition gap is highly relevant under both the AWG-LCA and AWG-KP. It remains, however, highly contentious under the ADP, where the agenda discussions reportedly continued during the day. According to delegates, some developing countries continue to insist on the deletion of the item on workplan on mitigation ambition, while others argue for it to remain, stressing its key role in the Durban package. One insider explained: ""The difference is that the AWG-LCA and AWG-KP place the pre-2020 emphasis on developed countries, whereas the ADP is mandated to look at all parties."" Thankfully, in other quarters, the atmosphere was less somber than under the ADP, described by some as ""tense."" During informal consultations on sectoral approaches congeniality prevailed and butter cookies were even offered to sweeten discussions.",542,Bonn Climate Change Conference - May 2012
SB 36,http://www.iisd.ca/vol12/enb12543e.html,14-25 May 2012,"Bonn, Germany",23 May 2012,"On Tuesday, delegates' views on progress diverged. As some groups under the Subsidiary Bodies concluded their work, the ADP continued to struggle to get substantive work started. After ""yet another round"" of procedural plenary discussions in the morning, the ADP moved into a smaller informal setting for the evening. Initial discussions during the informal meeting focused on areas where assurances on the agenda discussion are needed, including the ADP's role in enhancing ambition. Parties also reflected on ways to find a balance between the three working groups. Five proposals to move out of the procedural deadlock were also reportedly being considered into the evening, no doubt adding to the complexity of the task at hand. Reflecting on the negotiating dynamics, many delegates commented on the relationship between the three Ad Hoc Working Groups. Some noted that a ""nautical theme"" seemed to be emerging as some developing countries expressed concern over developed countries attempting to ""jump ship"" from the AWG-KP and AWG-LCA to the ADP when it comes to mitigation ambition. One delegate lamented: ""Developed countries seem eager to lay the AWG-LCA to rest and place the emphasis on the ADP; where is the equity in that."" Like any effort to navigate deep seas, a sense of direction and timing is key. With the morning report that an intersessional in Bangkok before Doha is now appearing ""unlikely,"" many delegates expressed an added sense of urgency for clarity on the way forward: ""These are indeed stormy waters for the ADP; it is difficult at this stage to see the horizon in the distance,"" opined one negotiator.",543,Bonn Climate Change Conference - May 2012
SB 36,http://www.iisd.ca/vol12/enb12544e.html,14-25 May 2012,"Bonn, Germany",24 May 2012,"As the Bonn session began to draw to a close, several AWG-LCA and SBs groups started to wrap up as focus began to shift towards the way forward after Bonn. Expectations for Doha seemed to be mixed as revealed in the afternoon open-ended informal consultations by the COP 18 and CMP 8 Presidency. Many interventions reflected the fear that the lack of progress and ""procedural wrangling"" in Bonn had put the Doha outcome in jeopardy. Some also questioned what the ADP would be able to report to the COP as even the seat reserved for the ADP Chair on the podium remained empty and agreement on an agenda was still pending as of Wednesday evening. On the election of officers, an online announcement was made late in the afternoon that the COP 17 Presidency had informed regional group coordinators that the emerging consensus had fallen apart and in view of the ""impasse, the only avenue left is an election of the officers of the ADP Bureau."" It was also initially announced that the ADP plenary would convene in the evening. The news caused excitement in the Maritim: ""If a vote actually takes place, this will be the first time since the adoption of the Convention that such an event takes place."" Many began preparing for a long night, while hoping that a solution could be reached without resorting to a vote. Eventually, the ADP plenary was postponed until Thursday and uncertainty prevailed as to what the next day would bring. Informal consultations on the ADP agenda were also held throughout the day and continued late into the evening based on a new proposal from the interim ADP Chair. ""Thursday will be an interesting day,"" speculated one delegate, adding: ""My impression from the ADP discussions is that the dynamics of this process is changing and the majority of parties, both developed and developing, are gearing towards a new approach under the ADP that is no longer strictly based on the traditional distinctions between developed and developing countries, where common but differentiated responsibilities is at the core, as it has been in the past.""",544,Bonn Climate Change Conference - May 2012
SB 36,http://www.iisd.ca/vol12/enb12545e.html,14-25 May 2012,"Bonn, Germany",25 May 2012,"Efforts continued on Thursday to bring the ADP out of the ""deadlock."" With parties reluctant to set a precedent of voting, the COP 17 Presidency resumed consultations on the ADP chairing arrangements. Last ditch efforts were also made to reach agreement on the ADP agenda. The ADP plenary, originally scheduled for the evening, eventually disappeared from the meeting schedule as informal consultations around the ADP continued into the evening. After 9 pm, a group of relieved delegates emerged and reported that agreement on the ADP agenda had been reached. Moments later, rumors began to circulate that agreement had also been reached on the ADP's chairing arrangements. Meanwhile, the AWG-LCA closing plenary was delayed until past 10:30 pm pending ""brief"" informal consultations inside the plenary hall on mitigation workshops. While many apparently tired delegates welcomed the opportunity to get some rest before the ADP, SBI and SBSTA closing plenaries on Friday, some expressed hope that the delay would not ""unravel"" the ""hard-won"" agreement reached under the ADP.",545,Bonn Climate Change Conference - May 2012
AWGs CCWG17i,http://www.iisd.ca/vol12/enb12549e.html,30 August - 5 September 2012,"Bangkok, Thailand",31 August 2012,"Delegates arriving in the capacious interior of the UNESCAP building in Bangkok hit the ground running, as they attended a number of parallel discussions and events, in an effort to make the most of the last few remaining negotiating days before the Doha COP. Feelings and expectations were mixed, with some developing country delegates indicating that ADP discussions could not really ""take flight"" until the AWG-LCA and AWG-KP are satisfactorily concluded, fearing promises from Bali will never be realized. As one noted, ""New treaties are a promise, not a fact. We can't expect others to jump off a plane without a parachute, with only promises of parachute delivery on the way down."" Others commented on the fact that various like-minded countries were coming together to voice their opinions on specific issues with increasing frequency, perhaps, as noted by one seasoned observer, indicating ""widening differentiation of positions among developing countries as discussions progress on implementation."" Relaxing at the reception after a hard day of work, some delegates took refuge in a bit of grim humor, as they noted the efforts of a particular country planning to decrease the use of (imported) natural gas, while increasing the use of (domestic) coal - all the while continuing to develop its low-carbon economy strategy.",549,Bangkok Climate Change Conference - August 2012
AWGs CCWG17i,http://www.iisd.ca/vol12/enb12550e.html,30 August - 5 September 2012,"Bangkok, Thailand",1 September 2012,"With all three working groups in full swing by day two, delegates in AWG-LCA groups had some new tools to facilitate their work, including some newly produced matrices and informal notes mapping progress made thus far since Bali and indicating what further work will be needed.""This was a good idea as it really lays everything out clearly, so we can see where things stand,"" said one. Meanwhile, in the ADP roundtable discussions, developing countries grappled with applying principles enshrined in the UNFCCC to the view ahead. One seasoned negotiator called for an end to the ""notorious firewall"" between developed and developing countries. With many issues to be accomplished by Doha in order to terminate both AWGs, many feared that the ADP could become the new ""dumping ground for unresolved issues,"" rather than enabling real progress or bridging gaps for a future climate regime.",550,Bangkok Climate Change Conference - August 2012
AWGs CCWG17i,http://www.iisd.ca/vol12/enb12551e.html,30 August - 5 September 2012,"Bangkok, Thailand",2 September 2012,"On Saturday, the ADP roundtables on the workstreams concluded. Meanwhile, in the AWG-LCA contact group and informal groups, delegates continued to ""hit walls."" The aim of the AWG-LCA here in Bangkok was to put ""text on pieces of paper for Doha"" as one delegate put it. But even getting text on pieces of paper seems to be a difficult task. ""Durban clearly only mandated further work on specific issues, and we cannot accept text or decisions in Doha on any other issues,"" said one developed country representative. ""The other issues were already allocated for consideration by the Subsidiary Bodies or the institutions created in Cancun and Durban,"" he added. On the other hand, developing countries have identified numerous unresolved issues under the Bali Action Plan that must be addressed in the AWG-LCA. ""Decisions on these issues are necessary for the AWG-LCA to successfully terminate in Doha. Otherwise, what becomes of them? We can't just leave them hanging and right now the ADP is a vacuum so we can't assume they will be picked up there,"" one delegate stated. With these two divergent views, some were hoping a middle ground could be found. We can't have a ""dictionary of outstanding issues,"" but we also ""can't have nothing at all,"" expressed one who was sitting in the AWG-LCA discussions.",551,Bangkok Climate Change Conference - August 2012
